"Label","ID","Spot N links","Spot center intensity","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots"
"",""," ","Center ch1","Center ch2","Center ch3"," ","Mean ch1","Std ch1","Min ch1","Max ch1","Median ch1","Sum ch1","Mean ch2","Std ch2","Min ch2","Max ch2","Median ch2","Sum ch2","Mean ch3","Std ch3","Min ch3","Max ch3","Median ch3","Sum ch3","X","Y","Z","Mean ch1","Mean ch2","Mean ch3"," "," "," "
"","","","(Counts)","(Counts)","(Counts)","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(Counts)","(Counts)","(Counts)","(micron)","",""
"PSM","0","1","49.09264851139445","427.9950289741834","481.81226633984267","0","49.23076923076923","49.55873662704057","0.0","240.0","40.0","4480.0","241.97802197802199","269.8932701817096","0.0","1280.0","160.0","22020.0","497.3076923076923","106.07090839074402","349.0","855.0","473.0","45255.0","419.8016353324916","499.1791886260169","20.007224929515377","49.0","212.03333333333333","495.26666666666665","5.0","0","124"
"PSM","1","2","66.68597493484206","705.2231547727731","441.84769393109383","1","57.7319587628866","44.70983194069229","0.0","200.0","40.0","5600.0","400.74226804123714","369.7771366633815","0.0","1387.0","267.0","38872.0","457.64948453608247","68.43001918583099","344.0","746.0","450.0","44392.0","420.80682126326053","500.6869675221702","20.007224929515377","56.666666666666664","356.96666666666664","464.1333333333333","5.0","0","124"
"PSM","2","2","42.29007992000105","813.4381311191798","451.22179150032446","2","48.0","49.23659639173309","0.0","280.0","40.0","4800.0","448.97","402.04609150813764","0.0","1760.0","320.0","44897.0","460.04","79.5329701025514","299.0","708.0","447.0","46004.0","419.5503388497994","502.69733938370797","20.007224929515377","48.125","380.03125","463.8125","5.0","0","124"
"PSM","3","2","63.96638700061788","818.682074536351","441.88795759065357","3","70.51546391752578","59.93696574354557","0.0","240.0","40.0","6840.0","444.1958762886598","456.40749882404225","0.0","1760.0","266.0","43087.0","443.5257731958763","53.53602618476978","335.0","566.0","436.0","43022.0","419.55033884979946","506.2154901413991","20.007224929515377","68.27586206896552","398.6896551724138","451.48275862068965","5.0","0","124"
"PSM","4","2","52.64531050449981","710.2170739811299","430.11180106545015","4","55.714285714285715","46.05616566616449","0.0","160.0","40.0","4680.0","505.3095238095238","441.3526572945668","0.0","1813.0","374.0","42446.0","437.25","64.21760352434244","300.0","591.0","434.0","36729.0","419.8016353324917","506.3306995374751","17.829831543655995","54.642857142857146","405.7142857142857","444.0357142857143","5.0","0","124"
"PSM","5","2","53.26345174538309","751.6228704842518","488.2511937711869","5","59.79381443298969","51.356178252217525","0.0","240.0","40.0","5800.0","442.5154639175258","440.9846490478737","0.0","1760.0","266.0","42924.0","488.70103092783506","62.06266405625407","352.0","662.0","480.0","47404.0","419.04774588441495","507.22067607216803","15.652438157796613","59.666666666666664","384.96666666666664","490.03333333333336","5.0","0","124"
"PSM","6","2","65.09952982871314","841.2193480525582","535.762897184934","6","63.6","51.51286982469288","0.0","240.0","40.0","6360.0","479.87","437.5950726136638","0.0","1813.0","320.0","47987.0","534.28","76.25595919750344","367.0","754.0","527.0","53428.0","419.5503388497994","511.7223708738778","14.972002724715551","66.5625","400.4375","536.21875","5.0","0","124"
"PSM","7","2","55.71018083564349","866.4076557174957","571.6880171156673","7","57.916666666666664","55.93072155832684","0.0","240.0","40.0","5560.0","516.03125","467.40399415280996","0.0","2133.0","373.0","49539.0","559.4375","80.66915049822492","351.0","764.0","554.0","53706.0","419.5503388497994","514.0049169086479","15.244176897947973","58.75","435.0","545.84375","5.0","0","124"
