"Label","ID","Spot N links","Spot center intensity","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots"
"",""," ","Center ch1","Center ch2","Center ch3"," ","Mean ch1","Std ch1","Min ch1","Max ch1","Median ch1","Sum ch1","Mean ch2","Std ch2","Min ch2","Max ch2","Median ch2","Sum ch2","Mean ch3","Std ch3","Min ch3","Max ch3","Median ch3","Sum ch3","X","Y","Z","Mean ch1","Mean ch2","Mean ch3"," "," "," "
"","","","(Counts)","(Counts)","(Counts)","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(Counts)","(Counts)","(Counts)","(micron)","",""
"PSM","0","1","44.730096047961645","694.1691159771141","402.4860858016482","0","40.43010752688172","42.73055058443761","0.0","160.0","40.0","3760.0","449.48387096774195","348.0982374117982","0.0","1653.0","373.0","41802.0","403.0","22.627416997969522","342.0","474.0","402.0","37479.0","459.56385793997305","459.9894100622604","4.641289327950227","41.0","404.5","406.1","5.0","0","124"
"PSM","1","2","41.097103297825576","669.2362612239768","399.1551431610674","1","42.94736842105263","50.945813604772134","0.0","240.0","40.0","4080.0","427.7157894736842","345.3550643797208","0.0","1387.0","267.0","40633.0","401.6736842105263","26.990322184096723","334.0","478.0","403.0","38159.0","460.62434831655054","456.80793893252803","4.641289327950227","39.666666666666664","399.2","407.23333333333335","5.0","0","124"
"PSM","2","2","37.70155276172391","602.8581178508637","392.20715053314797","2","35.69892473118279","36.57624108454432","0.0","160.0","40.0","3320.0","391.5698924731183","334.68971346767626","0.0","1227.0","266.0","36416.0","399.01075268817203","28.189766345275288","335.0","461.0","397.0","37108.0","461.1545935048392","456.27769374423934","4.641289327950227","36.0","351.6","401.5","5.0","0","124"
"PSM","3","2","20.558731937388572","600.1455440948001","390.8454034278971","3","24.946236559139784","34.345547648731085","0.0","120.0","0.0","2320.0","403.6559139784946","287.03610947752287","0.0","960.0","426.0","37540.0","389.89247311827955","24.7972045959565","330.0","458.0","390.0","36260.0","461.1545935048392","456.80793893252803","4.641289327950227","26.666666666666668","375.1666666666667","390.6666666666667","5.0","0","124"
"PSM","4","2","17.09137473592959","566.9237260094455","406.5844150919952","4","24.25531914893617","36.26335457980851","0.0","200.0","0.0","2280.0","391.3723404255319","308.34455605414365","0.0","1227.0","373.0","36789.0","407.1808510638298","39.99192465958071","327.0","489.0","402.0","38275.0","457.44287718681824","456.5428163383837","4.641289327950227","27.666666666666668","348.4","402.46666666666664","5.0","0","124"
"PSM","5","2","31.68301589029639","514.5850071776493","422.95511657015","5","33.61702127659574","39.915261420384134","0.0","160.0","40.0","3160.0","356.86170212765956","287.805848575895","0.0","1013.0","374.0","33545.0","419.8936170212766","43.25082337089494","334.0","507.0","414.0","39470.0","456.6475094043851","459.1940422798273","4.641289327950227","33.10344827586207","338.0","417.7586206896552","5.0","0","124"
"PSM","6","2","27.582826745029866","476.16934157594204","413.38143264082987","6","22.97872340425532","28.42949351604045","0.0","80.0","0.0","2160.0","349.97872340425533","289.832060335555","0.0","1014.0","320.0","32898.0","411.0531914893617","31.132518359141653","357.0","491.0","410.0","38639.0","456.6475094043851","459.1940422798273","4.641289327950227","23.103448275862068","330.1034482758621","409.2758620689655","5.0","0","124"
"PSM","7","2","26.751767279449155","491.7180012441629","398.85423746107955","7","28.51063829787234","36.454639565146614","0.0","160.0","0.0","2680.0","344.28723404255317","269.5258529838573","0.0","960.0","320.0","32363.0","400.72340425531917","30.91034703586861","351.0","472.0","395.0","37668.0","456.9126319985295","456.80793893252803","4.641289327950227","28.0","327.1","396.6","5.0","0","124"
