"Label","ID","Spot N links","Spot center intensity","Spot center intensity","Spot frame","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot intensity","Spot position","Spot position","Spot position","Spot quick mean","Spot quick mean","Spot radius","Spot track ID","Track N spots"
"",""," ","Center ch1","Center ch2"," ","Mean ch1","Std ch1","Min ch1","Max ch1","Median ch1","Sum ch1","Mean ch2","Std ch2","Min ch2","Max ch2","Median ch2","Sum ch2","X","Y","Z","Mean ch1","Mean ch2"," "," "," "
"","","","(Counts)","(Counts)","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(µm)","(µm)","(µm)","(Counts)","(Counts)","(µm)","",""
"PSM","0","1","68.0501541559468","966.6920839266334","0","68.1125","44.445384989168936","0.0","197.0","59.0","5449.0","824.9375","367.73040977345335","236.0","1615.0","827.0","65995.0","289.31436244484235","395.35055474416356","10.129441509870754","68.44","788.44","5.0","0","145"
"PSM","1","2","75.57920457040126","1013.5304669474925","1","76.92207792207792","50.30244480659129","0.0","236.0","59.0","5923.0","834.025974025974","481.5428596005371","157.0","1733.0","827.0","64220.0","294.1013045733211","405.36114021891063","10.045885124210537","76.54545454545455","800.8636363636364","5.0","0","145"
"PSM","2","2","68.70650174426976","971.2885612871594","2","65.53246753246754","39.08276791347483","0.0","158.0","59.0","5046.0","799.2987012987013","439.6854756508238","78.0","1811.0","787.0","61546.0","297.1475404732621","413.4131328833811","9.992712878790398","67.54166666666667","724.1666666666666","5.0","0","145"
"PSM","3","2","60.81995620148013","1084.46265130903","3","58.473684210526315","38.23104277388924","0.0","197.0","59.0","4444.0","883.3815789473684","464.52668289648005","39.0","1693.0","906.0","67137.0","298.4530701446654","414.93648284692955","9.96992477361034","54.82608695652174","799.2173913043479","5.0","0","145"
"PSM","4","2","59.8961601419685","1024.839812951038","4","57.467532467532465","32.07293678624279","0.0","138.0","59.0","4425.0","855.5064935064935","454.8537539223785","78.0","1614.0","945.0","65874.0","300.62895293033756","415.8069685403858","9.931944598310242","58.041666666666664","773.75","5.0","0","145"
"PSM","5","2","52.398235685163044","997.8762939815347","5","53.36363636363637","32.28854656429196","0.0","137.0","40.0","4109.0","843.2467532467532","415.51775425505224","79.0","1851.0","827.0","64930.0","300.8465412089048","417.11269708057023","9.928146580780231","50.09090909090909","799.3181818181819","5.0","0","145"
"PSM","6","2","53.87952388343969","955.9057121656281","6","50.64102564102564","35.16047602435262","0.0","157.0","39.0","3950.0","775.4230769230769","465.0890857054782","79.0","2009.0","748.0","60483.0","301.93448260174085","421.68274697121564","9.909156493130181","53.541666666666664","729.75","5.0","0","145"
"PSM","7","2","83.39521040741319","804.9824971806202","7","79.88461538461539","51.97226552322288","0.0","236.0","59.0","6231.0","678.474358974359","402.4795461241292","40.0","1615.0","630.0","52921.0","304.7631302231147","432.9990609861471","9.859782265240055","78.52173913043478","622.8260869565217","5.0","0","145"
"PSM","8","2","110.13521960002076","1026.6538428704264","8","102.30379746835443","47.17706810119848","0.0","216.0","98.0","8082.0","821.4683544303797","484.38840199339927","118.0","1812.0","788.0","64896.0","308.0269544016229","445.4034821178989","9.802812002289906","99.56","760.56","5.0","0","145"
"PSM","9","2","80.46040178653823","1027.7006755323814","9","73.925","45.85800180027388","0.0","216.0","78.0","5914.0","845.05","478.4187800598175","39.0","1890.0","906.0","67604.0","308.8973075158918","448.4501820449958","9.787619932169868","71.76923076923077","737.6923076923077","5.0","0","145"
"PSM","10","2","68.98505376689766","1130.057246748284","10","63.80821917808219","35.837463922489526","0.0","158.0","59.0","4658.0","878.6849315068494","594.8586171126046","0.0","2126.0","866.0","64144.0","310.42042546586225","453.8907176290975","9.761033809459798","67.56521739130434","785.0","5.0","0","145"
"PSM","11","2","75.40974258043875","1135.3951973071196","11","66.64935064935065","44.11491161959155","0.0","197.0","59.0","5132.0","895.4675324675325","542.3542148141987","40.0","1930.0","945.0","68951.0","309.5500723515934","459.33125321319915","9.776225879579838","66.54166666666667","808.25","5.0","0","145"
